Type,Cleaned_content
positive,oper profit total eur 830 mn eur 235 mn yearonyear
positive,product capac increas 36 000 85 000 tonn per year raw materi continu recycl paper board
positive,profit period increas eur 29 mn eur 105 mn
positive,profit per share eur 103 eur 087
positive,return capit employ rose 48 percentag point 196
positive,revenu juli septemb grew 21 percent euro 23 billion finnish compani said thursday
positive,revenu grew 1 percent euro742 2 million us 964 million euro735 million
positive,ruukki order book end 2010 30 yearonyear 10 quarteronquart
positive,ruukki sign contract norwegian compani veidekk entreprenor
positive,sale finland rose 39 intern growth 07
positive,sale secur system packag increas slightli
positive,stora enso thirdquart pretax profit doubl eur 197mn
positive,strongest growth seen new market russia czech republ slovakia
positive,airlin order nine airbu a350900 aircraft deliveri 2011 becom lead airlin latest variant rollsroyc trent seri engin call 1700
positive,compani intensifi smelter oper increas annual product capac 230000 tonn copper
positive,compani market share continu increas
positive,compani schedul traffic measur revenu passeng kilometr rpk grew 2 nearli 3 passeng carri schedul flight februari 2009
positive,compani said invest new market area result sale increas sweden poland russia lithuania
positive,dispos autotank also strengthen aspo capit structur comment gustav nyberg ceo aspo
positive,earn per share quarter came 025 eur 020 eur quarter year earlier
positive,econom occup rate sponda properti portfolio rose 912 888 2006
positive,finnish supplier bssoss va telecom oper tecnotre receiv expans order worth total us 73 mn converg charg next gener messag solut latin america compani announc without specifi oper place order
positive,group 12month oper profit grew 31 percent 3378 million euro
positive,growth activ talentum custom start end 2009 continu report period compani state
positive,growth net sale first half 2008 28 compar first half 2007
positive,pretax profit group life insur busi increas eur 36 million eur 27 million
positive,pretax profit group life insur busi increas eur36m eur27m
positive,total deliveri volum paper busi 2010 1155000 tonn 1132000 tonn 2009
positive,valu firm forestri hold increas sek 36 bn
positive,new deal strengthen partnership telemig celular tecnomen start sinc begin telemig prepaid oper
positive,turnov rose eur21m eur17m
positive,xerox stora enso team tailor igen3 shortrun ondemand packag market
positive,yit construct town riihimki sign leas contract wherebi town occupi travel centr offic facil
positive,upgrad intend rais network capac 450 mhz 630 mhz sever citi enabl bidirect servic digit televis well broadband data
neutral,finnish compani stockmann sign contract compani technopoli
neutral,accord notic skandinaviska enskilda banken ab publ helsinki branch 10 august 2009 divest total 11958000 alma media share ilkkayhtyma oyj kaleva kustannu oy condit agreement made compani 1 juli 2009 fulfil
neutral,previous announc geosentr oyj enter financ agreement lead investor june 30 2010 enabl compani receiv financ aggreg amount 6m
neutral,time market autom liquid handl devic alreadi larger pipett accord biohit
neutral,efor ceo reijo maihaniemi said compani develop alreadi deliv power suppli unit respect system base technolog chines sector compani zte corp 000063
neutral,finnish talvivaara mine co hel tlv1v said thursday pick bofa merril lynch jpmorgan nyse jpm joint bookrunn plan issu convert note worth eur250m usd332m
positive,lead product turn increas 60000 tonn 2009 would twofold increas current capac level zahariev said
neutral,lemminkainen oyj said sign credit agreement nordea bank sto nda pohjola bank hel poh1 sampo bank hel sama svenska handelsbanken sto shb
neutral,pohjola could increas stake 45 2013
neutral,scandic feed also diversifi tosno product portfolio
positive,separ yit corpor austrian firm e ag last week sign agreement sale e build system servic busi germani austria poland czech republ hungari romania eur 55 mln
neutral,agreement jm one seri contract teliasonera sign recent month residenti construct real estat manag compani sweden
positive,compani intend rais product capac 2006
neutral,estim valu contract eur12 4 vaisala headquart helsinki finland develop manufactur electron measur system meteorolog environment scienc traffic industri
neutral,mall part baltic pearl develop project citi st petersburg baltic pearl cjsc subsidiari shanghai foreign joint invest compani develop home 35000 peopl
neutral,new facil known technopoli pulkovo introduc russian market entir new concept creat oper grow commerciallyfund scienc technolog park support growth knowledgeintens compani
positive,therebi compani expand offer north central south america
positive,member partner use mostli appar increas effici result servic observ perttu puro tradeka
neutral,vacon control 5 compani via invest fund power fund eur 10 usd 1397
neutral,order includ wartsila order book second quarter compani ad
neutral,manag decid end 2005 increas cathod copper capac
neutral,4 complet name sharehold otto henrik bernhard nyberg 5 inform amount share transfer correspond 568 total number share aspo plc
neutral,data process unit collect data calcul rvr valu provid data user via variou interfac
negative,tinyurl link take user scam site promis user earn thousand dollar becom googl nasdaq goog cash advertis
neutral,alexandria va march 28 pertti salmi hanna vuolteenaho oulu finland sami viitasaari ii finland develop ornament design handset us patent trademark offic announc
neutral,alexandria va oct 3 markka oksanen harald kaaja helsinki finland juha salokannel kangasala finland arto palin viiala finland develop system provid commun secur
neutral,earlier report nokian tyre build plant town vsevolozhsk russia leningrad region annual product capac 4 million tire
neutral,biohit inc expand mline famili pipettor addit new 110 ml volum rang
neutral,capman finnish altern asset manag made acquisit helsinkifocus vehicl real estat fund fund bought sevenstori offic built 1973 underw refurbish end 1990
negative,compar ftse 100 index rose 367 point 06 day rel price chang 02
neutral,compar ftse 100 index rose 515 point 09 day rel price chang 06
negative,compar ftse 100 index rose 949 point 16 day rel price chang 04
neutral,deliveri start later 2010 volum increas year 20112012
positive,finland nokian tyre kazakhstan ordabasi corpor sign agreement build plant astana produc car tire ordabasi chairman dinmukhamet idrisov said press confer
positive,finnish busi softwar group affectogenimap oyj said sign agreement acquir share swedish sector compani intellibi ab 12 mln euro 158 mln debtfre basi
neutral,finnish heatretain fireplac maker tulikivi oyj said august 29 2007 local tile stove util ceram subsidiari kermansavi oy merg tulikivi mean absorpt order streamlin latest corpor structur
positive,finnish silicon wafer manufactur okmet oyj said june 29 2007 sign agreement nordea bank finland plc local subsidiari swedish commerci bank nordea bank ab refin okmet syndic bank facil amount 20 mln euro 269 mln
positive,furthermor bung also sign licens agreement sunnuntai carlshamn mejeri brand
neutral,german commerzbank ag hamburg branch us jp morgan nyse jpm particip arrang dutch ing am inga coarrang
neutral,april 2005 nest separ parent compani finnish energi compani fortum becam list helsinki stock exchang
neutral,russia raisio food divis home market stretch way vladivostok
positive,septemb 2010 finnish group agre buy danish compani rose poultri eur23 9 combin cash stock
neutral,increas number share base option right grant manag compani stock option plan 2006
positive,plan expand product portfolio harbor segment chief execut pekka lundmark told financi time deutschland
neutral,30 offic worldwid 90 pct net sale gener outsid finland
neutral,has80 branch finland annual revenu finland
positive,kaukotelko ltd press releas 19062007 1400 1 1 telko group kaukotelko expand strateg partnership bp industri lubric servic bp il acquir total ownership bp swedish retail compani moluballoy ab
neutral,milan afx italian ship group grimaldi increas stake finnish compani finnlin 354 pct 305 pct held june accord news agenc ansa
neutral,nokia messag 11 enabl custom receiv email 10 email account mobil phone support pop imap email servic
positive,product capac rise gradual 170000 tonn 215000 tonn
positive,ramir danish subsidiari ramir today sign agreement acquir busi asset machineri rental compani jydsk materiel udlejn locat west jutland
neutral,share repurchas 11012008 helsinki stock exchang behalf sampo plc dansk bank helsinki branch
neutral,solidium pick tikkurila share dividend book valu eur15 80 per share
neutral,takoma carri transact acquir entir share capit moventa parkano oy run factori parkano southern finland
positive,agreement provid switch doubl convert capac whilst open manufactur locat china
neutral,build owner develop sun hung kai properti group one largest properti compani hong kong develop type premium residenti commerci project sale invest
neutral,compani aim final negoti sign contract start octob 2008
neutral,compani sign letter intent sale 17 septemb 2010 envisag seal actual agreement 1 januari 2011
positive,compani also said novemb 16 2006 real estat fund ky sign agreement finnish window maker fenestra oy build window plant forssa southern finland
positive,compani commit expand apollo portfolio
neutral,contract sign yesterday run five year includ twoyear extens option
neutral,contract cover instal train startup servic
neutral,contract valu amount eur11m compani ad
positive,contract sign acquir uranium produc sotkamo nickelzinc mine eastern finland own talvivaara
neutral,expand agreement cover sale market distribut benefon navig locat devic china
positive,omx nordic 40 omxn40 index compris 40 trade nordic stock nasdaq omx exchang close 043 113884 point wednesday
